truck_id,torque,gear,elevation,speed,rpm,voltage,estimated_weight_tonnes,expected_tpt,actual_tpt,stress_index,power_density,rpm_per_gear,status,reasons,actual_weight
truck_002,273.79,1,1.3439143353079714,72.13,1650.81,24.78,13.37,20.48,20.48,5.1,1.91,1650.81,Overload,['High RPM per Gear'],13.15
truck_003,88.45,5,2.608394084655954,52.91,1915.78,26.27,3.62,24.43,24.43,4.36,0.68,383.16,Normal,[],4.07
truck_003,149.95,2,6.741234154023019,30.11,1971.09,27.56,6.14,24.43,24.43,33.57,1.12,985.55,Overload,['High RPM per Gear'],6.73
truck_001,166.52,6,13.2847303190294,68.83,1330.7,23.89,8.59,19.39,19.39,32.14,0.97,221.78,Normal,[],8.56
truck_001,146.08,4,7.1581018558688925,65.89,2175.58,27.31,7.53,19.39,19.39,15.87,1.22,543.9,Normal,[],6.95
truck_003,247.82,5,12.96061097899974,34.61,2312.44,23.36,10.14,24.43,24.43,92.81,2.57,462.49,Overload,['High Power Density'],10.25
truck_001,201.67,3,-2.9715834310156697,49.15,1508.13,24.71,10.4,19.39,19.39,-12.19,1.29,502.71,Normal,[],9.75
truck_003,394.8,2,7.206675666218366,62.97,1527.15,25.48,16.16,24.43,24.43,45.18,2.48,763.57,Overload,['High RPM per Gear'],15.16
truck_001,208.92,4,-1.371233046087461,51.51,2050.86,23.64,10.77,19.39,19.39,-5.56,1.9,512.71,Normal,[],10.27
truck_002,126.0,6,11.119850995503164,53.01,1252.1,26.8,6.15,20.48,20.48,26.43,0.62,208.68,Normal,[],6.22
truck_003,106.44,6,11.383777188535802,73.05,1473.7,24.27,4.36,24.43,24.43,16.59,0.68,245.62,Normal,[],4.03
truck_002,132.27,1,-0.2625888205103592,66.83,1529.77,27.94,6.46,20.48,20.48,-0.52,0.76,1529.77,Overload,['High RPM per Gear'],6.1
truck_003,290.88,2,10.33312270400812,28.98,1708.73,23.92,11.91,24.43,24.43,103.71,2.18,854.37,Overload,['High RPM per Gear'],12.01
truck_001,245.47,1,-1.4310806954445576,38.74,1476.3,24.24,12.66,19.39,19.39,-9.07,1.57,1476.3,Overload,['High RPM per Gear'],12.84
truck_003,170.25,6,7.64030972040837,23.51,1370.13,24.65,6.97,24.43,24.43,55.34,0.99,228.35,Normal,[],6.78
truck_003,287.15,1,8.848723026487393,79.48,1354.07,23.62,11.75,24.43,24.43,31.97,1.72,1354.07,Overload,['High RPM per Gear'],12.34
truck_002,145.67,5,-3.411612620220268,25.14,2273.03,24.15,7.11,20.48,20.48,-19.77,1.44,454.61,Normal,[],8.05
truck_001,124.43,1,11.63726226502844,60.18,1283.92,26.84,6.42,19.39,19.39,24.06,0.62,1283.92,Overload,['High RPM per Gear'],6.72
truck_002,225.63,3,5.659155731026706,39.46,1599.6,27.02,11.02,20.48,20.48,32.36,1.4,533.2,Normal,[],11.11
truck_003,189.16,6,6.245936317558197,77.46,1410.36,27.14,7.74,24.43,24.43,15.25,1.03,235.06,Normal,[],8.54
truck_001,110.94,2,-3.066471007065608,47.02,2107.4,25.09,5.72,19.39,19.39,-7.23,0.98,1053.7,Overload,['High RPM per Gear'],6.05
truck_003,364.19,6,14.849670043167505,75.62,1847.95,28.05,14.91,24.43,24.43,71.52,2.51,307.99,Overload,['High Power Density'],15.13
truck_001,85.11,6,-3.217511357679668,65.32,1353.26,27.96,4.39,19.39,19.39,-4.19,0.43,225.54,Normal,[],5.12
truck_002,114.25,1,-3.247145064723229,76.22,1864.56,24.83,5.58,20.48,20.48,-4.87,0.9,1864.56,Overload,['High RPM per Gear'],5.91
truck_002,180.08,4,12.466733234476957,29.71,2143.53,26.45,8.79,20.48,20.48,75.57,1.53,535.88,Normal,[],9.37
truck_001,143.4,6,11.348994169823833,42.84,2253.57,28.21,7.4,19.39,19.39,37.99,1.2,375.59,Normal,[],8.69
truck_002,116.92,4,11.374700081485404,39.35,1227.47,23.92,5.71,20.48,20.48,33.8,0.63,306.87,Normal,[],5.7
truck_003,199.69,1,6.5032670099324985,48.76,1576.47,26.64,8.17,24.43,24.43,26.63,1.24,1576.47,Overload,['High RPM per Gear'],8.15
truck_001,220.33,6,11.586648102825674,39.05,2343.36,27.95,11.36,19.39,19.39,65.37,1.93,390.56,Normal,[],11.28
truck_001,168.16,4,1.2363226617051917,50.37,1727.41,23.63,8.67,19.39,19.39,4.13,1.29,431.85,Normal,[],8.41
truck_002,82.54,3,7.391759097956591,59.01,1382.43,23.37,4.03,20.48,20.48,10.34,0.51,460.81,Normal,[],4.0
truck_003,153.15,2,-3.8443887800726673,61.7,2380.41,24.44,6.27,24.43,24.43,-9.54,1.56,1190.21,Overload,['High RPM per Gear'],6.3
truck_003,104.8,4,1.0655029513519114,26.06,2030.59,23.37,4.29,24.43,24.43,4.28,0.95,507.65,Normal,[],4.9
truck_003,157.5,5,7.47791672583277,51.62,1711.3,23.78,6.45,24.43,24.43,22.81,1.19,342.26,Normal,[],6.75
truck_003,222.56,5,2.0847248088954906,51.53,1777.96,24.06,9.11,24.43,24.43,9.0,1.72,355.59,Normal,[],9.4
truck_001,256.26,3,3.371612432478706,67.42,1898.58,27.09,13.22,19.39,19.39,12.82,1.88,632.86,Overload,['High RPM per Gear'],13.23
truck_003,277.43,5,-4.757584507122134,34.47,2371.05,27.81,11.36,24.43,24.43,-38.29,2.48,474.21,Normal,[],11.43
truck_001,73.6,3,4.087546691199218,70.66,1317.7,25.93,3.8,19.39,19.39,4.26,0.39,439.23,Normal,[],4.51
truck_002,154.09,4,8.034212958219367,68.64,1936.9,28.16,7.52,20.48,20.48,18.04,1.11,484.22,Normal,[],7.9
truck_002,268.15,1,11.17766923272656,24.59,1535.24,28.58,13.09,20.48,20.48,121.92,1.51,1535.24,Overload,['High RPM per Gear'],13.42
truck_001,279.95,2,2.72697819696631,47.01,1472.36,28.34,14.44,19.39,19.39,16.24,1.52,736.18,Overload,['High RPM per Gear'],13.9
truck_003,254.3,1,3.865461748872365,22.87,1245.63,27.48,10.41,24.43,24.43,42.98,1.21,1245.63,Overload,['High RPM per Gear'],10.22
truck_001,87.56,3,-4.757830495302251,77.39,2085.01,25.12,4.52,19.39,19.39,-5.38,0.76,695.0,Overload,['High RPM per Gear'],4.87
truck_002,319.5,2,-3.0320870057320537,59.62,2117.25,24.59,15.6,20.48,20.48,-16.25,2.88,1058.62,Overload,"['High Power Density', 'High RPM per Gear']",15.9
truck_002,114.17,4,12.978016480124708,66.95,1473.41,28.86,5.57,20.48,20.48,22.13,0.61,368.35,Normal,[],4.99
truck_003,160.83,6,-3.614913874282801,77.59,1773.91,28.37,6.58,24.43,24.43,-7.49,1.05,295.65,Normal,[],6.47
truck_002,268.96,4,4.486722198124278,26.84,1783.22,28.52,13.13,20.48,20.48,44.96,1.76,445.8,Normal,[],13.58
truck_002,118.97,1,2.443340476750267,45.92,1727.29,26.68,5.81,20.48,20.48,6.33,0.81,1727.29,Overload,['High RPM per Gear'],5.54
truck_002,147.1,4,-2.5699724739816387,31.85,2264.31,26.87,7.18,20.48,20.48,-11.87,1.3,566.08,Normal,[],7.29
truck_003,302.03,4,13.37853067279109,35.13,2106.05,25.76,12.36,24.43,24.43,115.01,2.59,526.51,Overload,['High Power Density'],12.06
truck_002,257.35,4,-3.9228358600394775,39.2,2103.82,24.62,12.57,20.48,20.48,-25.75,2.3,525.96,Normal,[],12.74
truck_001,250.16,4,11.355706597138902,32.81,1807.02,28.04,12.9,19.39,19.39,86.58,1.69,451.76,Normal,[],12.74
truck_001,166.93,5,6.806953809175457,50.5,1557.06,26.39,8.61,19.39,19.39,22.5,1.03,311.41,Normal,[],8.96
truck_001,109.39,5,-1.79856730090854,47.69,1211.2,24.48,5.64,19.39,19.39,-4.13,0.57,242.24,Normal,[],5.13
truck_001,284.71,4,-3.016438008255682,44.09,2160.09,24.22,14.68,19.39,19.39,-19.48,2.66,540.02,Overload,['High Power Density'],14.58
truck_002,268.69,2,2.107691373714788,67.03,1865.07,23.03,13.12,20.48,20.48,8.45,2.28,932.54,Overload,['High RPM per Gear'],12.91
truck_002,300.22,4,9.914675654624643,32.15,2349.69,25.21,14.66,20.48,20.48,92.59,2.93,587.42,Overload,['High Power Density'],14.08
truck_003,318.37,3,14.926686752544946,42.1,1738.33,27.33,13.03,24.43,24.43,112.88,2.12,579.44,Normal,[],13.08
truck_002,239.89,5,8.260840090009845,20.11,1414.05,23.17,11.71,20.48,20.48,98.53,1.53,282.81,Normal,[],11.12
truck_002,163.77,6,9.468095312245726,26.25,1470.53,27.22,8.0,20.48,20.48,59.07,0.93,245.09,Normal,[],8.27
truck_002,227.09,6,11.099779993615396,36.19,2190.06,25.99,11.09,20.48,20.48,69.65,2.0,365.01,Normal,[],9.84
truck_002,129.21,2,9.153618694818316,67.32,1820.72,25.64,6.31,20.48,20.48,17.57,0.96,910.36,Overload,['High RPM per Gear'],5.79
truck_002,171.06,1,-3.227991406407656,33.24,1917.87,27.41,8.35,20.48,20.48,-16.61,1.25,1917.87,Overload,['High RPM per Gear'],7.94
truck_003,304.0,6,7.723547294164653,67.14,1342.0,25.46,12.44,24.43,24.43,34.97,1.68,223.67,Normal,[],12.8
truck_002,260.16,1,14.006255058611837,32.18,1878.66,28.88,12.7,20.48,20.48,113.25,1.77,1878.66,Overload,['High RPM per Gear'],12.97
truck_003,106.81,5,10.65163879702676,23.37,2223.27,24.35,4.37,24.43,24.43,48.69,1.02,444.65,Normal,[],4.31
truck_001,255.78,5,4.618120015061393,46.11,2324.82,27.24,13.19,19.39,19.39,25.62,2.29,464.96,Normal,[],14.1
truck_002,101.45,1,10.604261268602048,20.42,1268.74,24.35,4.95,20.48,20.48,52.68,0.55,1268.74,Overload,['High RPM per Gear'],4.97
truck_001,270.11,1,14.13229242166916,24.14,1268.47,24.69,13.93,19.39,19.39,158.15,1.45,1268.47,Overload,"['High Stress Index', 'High RPM per Gear']",13.02
truck_003,167.86,6,3.577737577220772,70.69,1521.77,23.94,6.87,24.43,24.43,8.5,1.12,253.63,Normal,[],6.96
truck_003,119.76,2,6.239856949336136,40.76,1578.23,27.63,4.9,24.43,24.43,18.34,0.72,789.11,Overload,['High RPM per Gear'],4.75
truck_002,303.73,5,-3.9548424142795247,45.13,1512.19,27.38,14.83,20.48,20.48,-26.62,1.76,302.44,Normal,[],14.8
truck_002,327.81,5,8.083492029481489,31.89,1878.4,25.78,16.01,20.48,20.48,83.11,2.5,375.68,Overload,['High Power Density'],15.75
truck_001,289.69,6,6.224455765650498,51.4,1337.72,28.16,14.94,19.39,19.39,35.08,1.44,222.95,Normal,[],15.36
truck_002,213.61,6,5.976773134401174,56.77,1471.38,28.08,10.43,20.48,20.48,22.49,1.17,245.23,Normal,[],10.51
truck_002,118.18,3,8.019469343019082,52.73,1274.73,26.08,5.77,20.48,20.48,17.97,0.6,424.91,Normal,[],5.99
truck_003,252.45,3,10.725563987680662,32.08,1510.35,23.99,10.33,24.43,24.43,84.4,1.66,503.45,Normal,[],9.51
truck_003,323.64,4,12.41156850092014,34.33,1741.49,28.91,13.25,24.43,24.43,117.01,2.04,435.37,Normal,[],13.1
truck_002,210.68,2,-3.695908174790159,47.84,2291.06,26.23,10.29,20.48,20.48,-16.28,1.93,1145.53,Overload,['High RPM per Gear'],10.7
truck_003,139.02,2,-3.131840560494088,46.46,1434.73,24.12,5.69,24.43,24.43,-9.37,0.87,717.37,Overload,['High RPM per Gear'],5.27
truck_001,217.01,5,1.2469820377102714,58.56,1435.01,28.38,11.19,19.39,19.39,4.62,1.15,287.0,Normal,[],10.93
truck_002,130.56,3,2.2620147326802087,73.83,1402.63,26.04,6.38,20.48,20.48,4.0,0.74,467.54,Normal,[],5.9
truck_001,91.89,5,9.652704694016656,69.22,1575.79,27.79,4.74,19.39,19.39,12.81,0.55,315.16,Normal,[],4.4
truck_002,104.35,6,1.3933366488108945,79.3,1782.43,23.73,5.1,20.48,20.48,1.83,0.82,297.07,Normal,[],5.0
truck_002,240.31,4,14.941563141633235,78.79,1987.36,23.78,11.73,20.48,20.48,45.57,2.1,496.84,Normal,[],11.62
truck_001,225.73,2,-0.8049410463263733,42.74,2368.15,25.02,11.64,19.39,19.39,-4.25,2.24,1184.07,Overload,['High RPM per Gear'],10.72
truck_001,270.38,2,-2.785031093620838,65.57,2385.68,28.41,13.94,19.39,19.39,-11.48,2.38,1192.84,Overload,['High RPM per Gear'],13.83
truck_001,173.78,4,5.508698250913858,34.66,1335.53,23.52,8.96,19.39,19.39,27.62,1.03,333.88,Normal,[],8.29
truck_001,133.15,4,13.107197485557409,64.38,1429.51,26.68,6.87,19.39,19.39,27.11,0.75,357.38,Normal,[],6.88
truck_003,289.73,3,11.874746528134487,35.24,1237.34,27.44,11.86,24.43,24.43,97.64,1.37,412.45,Normal,[],11.45
truck_002,157.5,4,8.633389648032402,30.03,1986.34,28.95,7.69,20.48,20.48,45.28,1.13,496.58,Normal,[],7.9
truck_003,193.35,1,-0.6894026241733631,41.62,1282.21,27.58,7.91,24.43,24.43,-3.2,0.94,1282.21,Overload,['High RPM per Gear'],7.35
truck_001,239.66,6,13.0721568869359,33.97,2168.88,23.35,12.36,19.39,19.39,92.24,2.33,361.48,Normal,[],11.84
truck_003,176.75,3,-2.7802106157303785,46.82,1752.43,28.19,7.24,24.43,24.43,-10.49,1.15,584.14,Normal,[],7.12
truck_002,181.91,6,11.047086583185283,48.74,1221.6,25.53,8.88,20.48,20.48,41.23,0.91,203.6,Normal,[],8.56
truck_002,314.64,3,14.455526457841716,69.56,2039.18,28.04,15.36,20.48,20.48,65.38,2.4,679.73,Overload,['High RPM per Gear'],15.02
truck_001,297.23,1,1.095021907722666,69.76,1537.83,28.24,15.33,19.39,19.39,4.67,1.7,1537.83,Overload,['High RPM per Gear'],15.55
truck_002,118.6,6,6.967149685955176,37.83,1559.9,27.46,5.79,20.48,20.48,21.84,0.71,259.98,Normal,[],6.62
truck_003,367.7,2,8.35609366452813,55.59,2270.76,24.11,15.05,24.43,24.43,55.27,3.63,1135.38,Overload,"['High Power Density', 'High RPM per Gear']",14.83
truck_003,248.43,4,6.6561367016697925,79.73,2226.84,26.13,10.17,24.43,24.43,20.74,2.22,556.71,Normal,[],10.38
truck_001,144.22,5,6.97957016354421,26.9,1312.63,28.46,7.44,19.39,19.39,37.42,0.7,262.53,Normal,[],7.03
truck_003,342.73,5,8.889009122614176,24.93,2292.81,25.79,14.03,24.43,24.43,122.19,3.19,458.56,Overload,['High Power Density'],13.95
truck_003,284.19,2,-1.7035064930647592,30.23,2337.73,25.67,11.63,24.43,24.43,-16.01,2.71,1168.86,Overload,"['High Power Density', 'High RPM per Gear']",11.22
truck_001,241.8,4,-0.3163110636902866,67.21,2364.92,24.58,12.47,19.39,19.39,-1.14,2.44,591.23,Normal,[],12.43
truck_002,182.12,1,5.125321189904055,58.05,1285.12,24.53,8.89,20.48,20.48,16.08,1.0,1285.12,Overload,['High RPM per Gear'],9.67
truck_001,94.88,3,0.5362861558261152,78.29,1597.62,25.89,4.89,19.39,19.39,0.65,0.61,532.54,Normal,[],4.48
truck_002,234.09,5,4.48576840862521,55.45,1844.41,28.12,11.43,20.48,20.48,18.94,1.61,368.88,Normal,[],11.33
truck_001,139.38,1,-0.6298033129173941,43.81,1253.27,24.67,7.19,19.39,19.39,-2.0,0.74,1253.27,Overload,['High RPM per Gear'],6.63
truck_001,138.0,1,-2.723232130467972,40.71,1808.89,28.25,7.12,19.39,19.39,-9.23,0.93,1808.89,Overload,['High RPM per Gear'],7.41
truck_001,234.08,6,-1.6959212132429968,43.39,2075.83,28.29,12.07,19.39,19.39,-9.15,1.8,345.97,Normal,[],12.11
truck_001,237.8,4,8.492157058324324,37.8,2062.12,28.72,12.26,19.39,19.39,53.42,1.79,515.53,Normal,[],12.57
truck_001,73.09,5,11.591751137305009,22.43,2245.92,24.54,3.77,19.39,19.39,37.77,0.7,449.18,Normal,[],4.02
truck_002,280.08,4,2.381060435218332,27.26,1702.74,27.51,13.68,20.48,20.48,24.46,1.82,425.68,Normal,[],13.6
truck_001,182.96,2,8.371452934458281,60.72,1634.3,26.56,9.44,19.39,19.39,25.23,1.18,817.15,Overload,['High RPM per Gear'],8.85
truck_002,197.21,3,13.265738951524735,56.75,2248.44,27.34,9.63,20.48,20.48,46.09,1.7,749.48,Overload,['High RPM per Gear'],10.03
truck_003,327.77,6,-2.1572575241308467,20.7,1706.44,24.77,13.42,24.43,24.43,-34.15,2.36,284.41,Normal,[],12.89
truck_001,98.37,2,13.202692735642684,68.48,1459.26,25.8,5.07,19.39,19.39,18.96,0.58,729.63,Overload,['High RPM per Gear'],5.01
truck_001,103.72,4,8.459332447888649,36.52,1567.58,27.73,5.35,19.39,19.39,24.02,0.61,391.89,Normal,[],4.81
truck_002,173.0,3,12.151246753225674,75.0,1717.18,24.91,8.45,20.48,20.48,28.03,1.25,572.39,Normal,[],8.61
truck_002,172.08,2,-1.6627959660249436,45.83,1371.11,28.34,8.4,20.48,20.48,-6.24,0.87,685.56,Overload,['High RPM per Gear'],8.44
truck_001,294.37,3,-4.491044801884982,58.75,1964.28,25.04,15.18,19.39,19.39,-22.5,2.42,654.76,Overload,['High RPM per Gear'],15.36
truck_003,321.17,5,5.621706897704858,70.5,1896.27,26.36,13.15,24.43,24.43,25.61,2.42,379.25,Normal,[],13.5
truck_003,301.58,5,14.440505129931822,33.71,2372.94,26.19,12.34,24.43,24.43,129.19,2.86,474.59,Overload,['High Power Density'],12.26
truck_001,155.98,2,1.2641252214034804,28.82,1785.42,23.78,8.04,19.39,19.39,6.84,1.23,892.71,Overload,['High RPM per Gear'],8.61
truck_002,106.84,2,2.496071355635926,48.44,1732.95,28.97,5.22,20.48,20.48,5.51,0.67,866.48,Overload,['High RPM per Gear'],5.39
truck_001,291.12,6,5.828152146951704,29.25,1864.45,26.25,15.01,19.39,19.39,58.01,2.17,310.74,Normal,[],15.81
truck_002,127.74,3,2.123712942351883,69.61,2050.82,24.06,6.24,20.48,20.48,3.9,1.14,683.61,Overload,['High RPM per Gear'],6.96
truck_001,137.45,4,6.659688523292049,79.98,1380.63,27.9,7.09,19.39,19.39,11.44,0.71,345.16,Normal,[],8.11
truck_003,334.56,3,12.60629524297854,57.4,1883.25,26.72,13.69,24.43,24.43,73.47,2.47,627.75,Overload,['High RPM per Gear'],13.39
truck_001,248.45,5,5.860491679153263,33.66,2356.83,28.46,12.81,19.39,19.39,43.25,2.15,471.37,Normal,[],12.77
truck_003,200.49,4,-4.240368734202931,64.75,1859.19,23.35,8.21,24.43,24.43,-13.13,1.67,464.8,Normal,[],8.24
truck_001,285.41,4,10.092424431971835,49.52,1562.94,25.95,14.72,19.39,19.39,58.17,1.8,390.73,Normal,[],14.53
truck_003,157.0,3,5.225509244015022,49.54,1892.73,28.19,6.43,24.43,24.43,16.56,1.1,630.91,Overload,['High RPM per Gear'],6.44
truck_002,215.09,4,11.13178684652554,48.59,2395.35,23.36,10.5,20.48,20.48,49.28,2.31,598.84,Normal,[],9.47
truck_001,168.06,1,0.9686982472375334,34.42,1574.28,24.54,8.67,19.39,19.39,4.73,1.13,1574.28,Overload,['High RPM per Gear'],9.27
truck_001,202.89,2,4.536869366356342,61.26,2067.25,27.16,10.46,19.39,19.39,15.02,1.62,1033.62,Overload,['High RPM per Gear'],10.13
truck_002,239.32,5,2.1743105083402696,68.27,1534.51,24.26,11.69,20.48,20.48,7.62,1.58,306.9,Normal,[],11.59
truck_001,274.26,5,-4.886683709408654,76.23,2186.31,27.86,14.14,19.39,19.39,-17.58,2.25,437.26,Normal,[],13.52
truck_001,259.99,2,-2.911917405038371,43.95,2067.78,24.68,13.41,19.39,19.39,-17.23,2.28,1033.89,Overload,['High RPM per Gear'],14.15
truck_002,92.64,6,11.164704200184442,76.86,1286.78,28.73,4.52,20.48,20.48,13.46,0.43,214.46,Normal,[],4.29
truck_003,333.9,2,-3.46275849447673,50.04,2153.42,27.24,13.67,24.43,24.43,-23.11,2.76,1076.71,Overload,"['High Power Density', 'High RPM per Gear']",14.43
truck_002,83.76,4,12.268015337140035,44.08,1551.02,23.91,4.09,20.48,20.48,23.31,0.57,387.75,Normal,[],4.87
truck_003,355.73,5,6.665149849122312,70.53,1858.78,24.32,14.56,24.43,24.43,33.61,2.85,371.76,Overload,['High Power Density'],14.87
truck_001,231.59,6,-1.2431429492445178,63.19,2240.32,25.72,11.94,19.39,19.39,-4.56,2.11,373.39,Normal,[],11.24
truck_002,86.47,2,-0.1613663936894083,62.84,2187.04,27.82,4.22,20.48,20.48,-0.22,0.71,1093.52,Overload,['High RPM per Gear'],4.86
truck_002,213.4,6,12.639843394432717,69.43,2066.07,24.63,10.42,20.48,20.48,38.85,1.87,344.34,Normal,[],10.76
truck_001,167.03,1,5.222582784744596,22.81,1531.4,27.24,8.61,19.39,19.39,38.24,0.98,1531.4,Overload,['High RPM per Gear'],7.81
truck_003,247.98,4,9.818081123041429,38.98,1322.27,25.16,10.15,24.43,24.43,62.47,1.36,330.57,Normal,[],11.0
truck_003,259.06,2,1.266958351702863,67.34,2270.25,25.6,10.6,24.43,24.43,4.87,2.41,1135.12,Overload,['High RPM per Gear'],10.78
truck_001,167.2,1,8.740385330064855,49.63,1665.18,26.8,8.62,19.39,19.39,29.45,1.09,1665.18,Overload,['High RPM per Gear'],8.53
truck_003,103.6,5,9.260921012686374,59.98,2359.26,27.57,4.24,24.43,24.43,16.0,0.93,471.85,Normal,[],4.05
truck_001,257.29,5,-4.036279752134075,41.6,2348.16,26.0,13.27,19.39,19.39,-24.96,2.43,469.63,Normal,[],12.11
truck_001,184.21,2,7.688482905731673,66.25,1203.46,28.15,9.5,19.39,19.39,21.38,0.82,601.73,Overload,['High RPM per Gear'],9.71
truck_001,177.74,1,8.14706964340257,48.34,2256.19,24.29,9.17,19.39,19.39,29.96,1.73,2256.19,Overload,['High RPM per Gear'],9.0
truck_001,256.01,5,0.9060295514366556,28.2,1981.97,27.43,13.2,19.39,19.39,8.23,1.94,396.39,Normal,[],13.05
truck_002,255.87,6,6.583505107494442,25.12,1251.61,27.0,12.49,20.48,20.48,67.06,1.24,208.6,Normal,[],11.74
truck_001,95.89,2,5.876114557324748,25.99,2025.65,24.45,4.95,19.39,19.39,21.68,0.83,1012.83,Overload,['High RPM per Gear'],5.34
truck_002,162.65,6,5.6187535682418766,55.71,1211.91,25.78,7.94,20.48,20.48,16.4,0.8,201.98,Normal,[],8.05
truck_002,183.09,6,10.246180640438771,47.3,1520.7,24.32,8.94,20.48,20.48,39.67,1.2,253.45,Normal,[],10.23
truck_002,284.94,6,2.354673016102198,30.9,1722.61,24.99,13.91,20.48,20.48,21.71,2.06,287.1,Normal,[],14.29
truck_001,258.81,2,-0.5347322898960734,58.51,1884.78,26.41,13.35,19.39,19.39,-2.37,1.93,942.39,Overload,['High RPM per Gear'],13.28
truck_001,234.68,5,2.9601058590900564,38.17,1278.83,24.37,12.1,19.39,19.39,18.2,1.29,255.77,Normal,[],11.76
truck_002,236.95,5,9.94888813193388,48.43,1269.41,28.75,11.57,20.48,20.48,48.68,1.1,253.88,Normal,[],11.24
truck_001,154.47,3,14.255367005064125,24.54,1638.82,24.35,7.97,19.39,19.39,89.75,1.09,546.27,Normal,[],6.87
truck_003,143.33,2,11.943888780671635,38.91,1531.48,28.89,5.87,24.43,24.43,44.0,0.8,765.74,Overload,['High RPM per Gear'],5.69
truck_003,156.99,4,1.74680282034047,63.5,1846.58,23.36,6.43,24.43,24.43,4.32,1.3,461.64,Normal,[],5.97
truck_002,102.38,1,13.61213609693074,49.84,1476.3,23.27,5.0,20.48,20.48,27.96,0.68,1476.3,Overload,['High RPM per Gear'],4.75
truck_001,284.38,5,13.981423926296875,77.74,1945.09,28.57,14.67,19.39,19.39,51.15,2.03,389.02,Normal,[],15.5
truck_002,196.73,2,-1.3938412915444376,47.52,1873.05,28.18,9.61,20.48,20.48,-5.77,1.37,936.52,Overload,['High RPM per Gear'],9.52
truck_001,93.67,4,8.18227528939053,26.53,1963.85,25.99,4.83,19.39,19.39,28.88,0.74,490.96,Normal,[],4.6
truck_003,389.06,1,-0.6176504106012315,47.54,2303.26,24.06,15.93,24.43,24.43,-5.06,3.9,2303.26,Overload,"['High Power Density', 'High RPM per Gear']",15.77
truck_002,239.13,5,12.08443812681736,66.39,1572.0,24.39,11.68,20.48,20.48,43.53,1.61,314.4,Normal,[],11.47
truck_003,293.33,3,14.20335569457491,65.81,2226.25,26.62,12.01,24.43,24.43,63.3,2.57,742.08,Overload,"['High Power Density', 'High RPM per Gear']",12.0
truck_001,85.85,2,11.095062439793896,22.76,2169.7,24.07,4.43,19.39,19.39,41.84,0.81,1084.85,Overload,['High RPM per Gear'],4.11
truck_003,309.32,3,0.0764215631338967,34.75,1683.32,28.37,12.66,24.43,24.43,0.68,1.92,561.11,Normal,[],12.75
truck_001,97.55,3,14.09693986076936,49.68,1815.26,25.89,5.03,19.39,19.39,27.68,0.72,605.09,Overload,['High RPM per Gear'],5.42
truck_003,197.11,5,-4.34764103316867,23.46,1733.24,24.65,8.07,24.43,24.43,-36.53,1.45,346.65,Normal,[],8.71
truck_001,264.87,3,3.3120779181467093,70.84,2282.68,28.26,13.66,19.39,19.39,12.38,2.24,760.89,Overload,['High RPM per Gear'],13.45
truck_003,230.25,3,10.035443460781863,33.72,2347.58,23.89,9.42,24.43,24.43,68.52,2.37,782.53,Overload,['High RPM per Gear'],10.07
truck_001,146.72,3,3.5500366265622336,39.58,2207.59,23.86,7.57,19.39,19.39,13.16,1.42,735.86,Overload,['High RPM per Gear'],6.7
truck_003,354.56,2,12.85116454972949,45.17,2136.44,25.86,14.51,24.43,24.43,100.88,3.07,1068.22,Overload,"['High Power Density', 'High RPM per Gear']",14.73
truck_003,250.78,3,6.87604961619231,21.97,1963.25,25.19,10.27,24.43,24.43,78.49,2.05,654.42,Overload,['High RPM per Gear'],10.53
truck_002,305.2,5,4.200047911615979,25.7,2192.1,23.29,14.9,20.48,20.48,49.87,3.01,438.42,Overload,['High Power Density'],15.29
truck_002,282.7,2,12.51766167034114,52.35,1538.97,25.55,13.8,20.48,20.48,67.6,1.78,769.48,Overload,['High RPM per Gear'],13.29
truck_001,163.93,5,10.310935010317216,20.0,1699.88,26.14,8.45,19.39,19.39,84.51,1.12,339.98,Normal,[],8.7
truck_001,240.0,5,1.078850245100547,33.82,1201.77,27.38,12.38,19.39,19.39,7.65,1.1,240.35,Normal,[],12.68
